0.1 0.0010 25000
0.1 0.0015 25000
0.1 0.0022 25000
0.1 0.0034 10000
0.1 0.0051 1000
0.1 0.0076 1000
0.1 0.0114 400
0.1 0.0171 400
0.1 0.0256 100
0.1 0.0384 100
0.1 0.0575 50
0.1 0.1000 50
99.9 0.0010 25000
99.9 0.0015 25000
99.9 0.0022 25000
99.9 0.0034 10000
99.9 0.0051 1000
99.9 0.0076 1000
99.9 0.0114 400
99.9 0.0171 400
99.9 0.0256 100
99.9 0.0384 100
99.9 0.0575 50
99.9 0.1000 50
