-0.001000	12.500000	0.00	-0.338160	0.056123	29.812663	-0.305382	0.050950
-0.001000	12.500000	0.00	0.041827	0.205700	44.779225	0.056735	0.279202
-0.001000	12.500000	0.00	0.118054	-0.317831	35.381421	0.126631	-0.340592
-0.001000	12.500000	0.00	-0.225043	0.463335	27.141555	-0.184783	0.380930
0.001000	12.500000	0.00	-0.358762	0.125439	22.006028	-0.239391	0.083667
-0.001000	12.500000	0.00	-0.084835	-0.048549	44.913104	-0.115337	-0.066022
0.001000	12.500000	0.00	-0.467849	-0.353619	43.028539	-0.610229	-0.461155
-0.001000	12.500000	0.00	0.429441	-0.296492	44.160820	0.574874	-0.396619
0.001000	12.500000	0.00	0.299622	-0.078616	31.836734	0.288958	-0.075963
0.001000	12.500000	0.00	-0.009183	-0.088838	39.488487	-0.011373	-0.106422
-0.001000	12.500000	0.00	-0.180420	0.112897	31.021419	-0.169565	0.105970
0.001000	12.500000	0.00	-0.274724	-0.292611	36.212171	-0.301437	-0.321102
0.001000	12.500000	0.00	-0.129521	0.151685	42.501062	-0.166988	0.195294
-0.001000	12.500000	0.00	0.256880	-0.335181	33.983268	0.264565	-0.345248
-0.001000	12.500000	0.00	0.180670	0.071669	45.481391	0.249104	0.098831
0.001000	12.500000	0.00	0.440473	-0.204737	26.287534	0.350749	-0.162985
0.001000	12.500000	0.00	0.213288	-0.290707	33.997253	0.219591	-0.299422
-0.001000	12.500000	0.00	-0.076152	0.001574	46.904074	-0.108020	0.002064
0.001000	12.500000	0.00	0.142707	0.038315	29.512762	0.127703	0.034146
-0.001000	12.500000	0.00	-0.302282	0.017764	18.168788	-0.166340	0.009520
0.001000	12.500000	0.00	-0.036066	-0.293663	28.074007	-0.030881	-0.249809
0.001000	12.500000	0.00	0.005393	0.407617	24.496166	0.003846	0.302396
0.001000	12.500000	0.00	0.118671	0.374356	18.696561	0.067252	0.212028
-0.001000	12.500000	0.00	-0.063242	0.066463	42.861770	-0.082252	0.086367
-0.001000	12.500000	0.00	0.064527	-0.407138	36.206667	0.070965	-0.446849
-0.001000	12.500000	0.00	-0.290116	0.204441	30.243299	-0.265815	0.187329
0.001000	12.500000	0.00	0.295870	-0.308556	43.212726	0.387283	-0.404180
-0.001000	12.500000	0.00	-0.214947	-0.190577	16.873955	-0.109935	-0.097279
-0.001000	12.500000	0.00	-0.256779	0.005147	57.943334	-0.450808	0.009097
0.001000	12.500000	0.00	0.229252	-0.414004	68.640240	0.476714	-0.861137
0.001000	12.500000	0.00	0.263605	-0.150413	44.655608	0.356672	-0.203363
0.001000	12.500000	0.00	-0.147716	-0.123155	42.968179	-0.192456	-0.160444
