99.9 0.1000 50 42
99.9 0.0575 50 46
99.9 0.0384 100 88
99.9 0.0256 100 87
99.9 0.0171 400 343
99.9 0.0114 400 338
99.9 0.0076 1000 836
99.9 0.0051 1000 754
99.9 0.0034 10000 4209
99.9 0.0022 25000 2667
99.9 0.0015 25000 470
99.9 0.0010 25000 47
92.6 0.1000 50 44
92.6 0.0575 50 42
92.6 0.0384 100 87
92.6 0.0256 100 87
92.6 0.0171 400 340
92.6 0.0114 400 334
92.6 0.0076 1000 796
92.6 0.0051 1000 719
92.6 0.0034 10000 4242
92.6 0.0022 25000 2672
92.6 0.0015 25000 456
92.6 0.0010 25000 39
85.6 0.1000 50 43
85.6 0.0575 50 44
85.6 0.0384 100 88
85.6 0.0256 100 88
85.6 0.0171 400 344
85.6 0.0114 400 339
85.6 0.0076 1000 815
85.6 0.0051 1000 743
85.6 0.0034 10000 4230
85.6 0.0022 25000 2546
85.6 0.0015 25000 481
85.6 0.0010 25000 65
8.9 0.1000 50 45
8.9 0.0575 50 48
8.9 0.0384 100 91
8.9 0.0256 100 90
8.9 0.0171 400 348
8.9 0.0114 400 343
8.9 0.0076 1000 806
8.9 0.0051 1000 705
8.9 0.0034 10000 3486
8.9 0.0022 25000 1980
8.9 0.0015 25000 367
8.9 0.0010 25000 35
79.1 0.1000 50 46
79.1 0.0575 50 44
79.1 0.0384 100 89
79.1 0.0256 100 88
79.1 0.0171 400 346
79.1 0.0114 400 344
79.1 0.0076 1000 816
79.1 0.0051 1000 723
79.1 0.0034 10000 4169
79.1 0.0022 25000 2658
79.1 0.0015 25000 472
79.1 0.0010 25000 75
73.0 0.1000 50 41
73.0 0.0575 50 36
73.0 0.0384 100 77
73.0 0.0256 100 76
73.0 0.0171 400 329
73.0 0.0114 400 318
73.0 0.0076 1000 792
73.0 0.0051 1000 687
73.0 0.0034 10000 4126
73.0 0.0022 25000 2565
73.0 0.0010 25000 61
7.9 0.1000 50 41
7.9 0.0575 50 45
7.9 0.0384 100 89
7.9 0.0256 100 89
7.9 0.0171 400 350
7.9 0.0114 400 347
7.9 0.0076 1000 783
7.9 0.0051 1000 689
7.9 0.0034 10000 3482
7.9 0.0022 25000 2018
7.9 0.0015 25000 305
7.9 0.0010 25000 40
67.4 0.1000 50 49
67.4 0.0575 50 45
67.4 0.0384 100 93
67.4 0.0256 100 93
67.4 0.0171 400 360
67.4 0.0114 400 357
67.4 0.0076 1000 814
67.4 0.0051 1000 719
67.4 0.0034 10000 4148
67.4 0.0022 25000 2641
67.4 0.0015 25000 439
67.4 0.0010 25000 52
62.1 0.1000 50 42
62.1 0.0575 50 45
62.1 0.0384 100 89
62.1 0.0256 100 89
62.1 0.0171 400 356
62.1 0.0114 400 354
62.1 0.0076 1000 825
62.1 0.0051 1000 726
62.1 0.0034 10000 4201
62.1 0.0022 25000 2547
62.1 0.0015 25000 448
62.1 0.0010 25000 72
6.98 0.1000 50 43
6.98 0.0575 50 43
6.98 0.0384 100 87
6.98 0.0256 100 87
6.98 0.0171 400 351
6.98 0.0114 400 346
6.98 0.0076 1000 804
6.98 0.0051 1000 695
6.98 0.0022 25000 1997
6.98 0.0015 25000 325
6.98 0.0010 25000 33
6.15 0.1000 50 44
6.15 0.0575 50 45
6.15 0.0384 100 83
6.15 0.0256 100 84
6.15 0.0171 400 328
6.15 0.0114 400 326
6.15 0.0076 1000 808
6.15 0.0051 1000 691
6.15 0.0034 10000 3518
6.15 0.0022 25000 1925
6.15 0.0015 25000 310
6.15 0.0010 25000 36
57.1 0.1000 50 44
57.1 0.0575 50 43
57.1 0.0384 100 88
57.1 0.0256 100 88
57.1 0.0171 400 334
57.1 0.0114 400 331
57.1 0.0076 1000 821
57.1 0.0051 1000 735
57.1 0.0034 10000 4207
57.1 0.0022 25000 2656
57.1 0.0015 25000 434
57.1 0.0010 25000 53
52.5 0.1000 50 42
52.5 0.0575 50 42
52.5 0.0384 100 88
52.5 0.0256 100 87
52.5 0.0171 400 339
52.5 0.0114 400 329
52.5 0.0076 1000 820
52.5 0.0051 1000 731
52.5 0.0034 10000 4164
52.5 0.0022 25000 2696
52.5 0.0015 25000 464
52.5 0.0010 25000 47
5.4 0.1000 50 43
5.4 0.0575 50 40
5.4 0.0384 100 82
5.4 0.0256 100 82
5.4 0.0171 400 330
5.4 0.0114 400 325
5.4 0.0076 1000 788
5.4 0.0051 1000 669
5.4 0.0034 10000 3488
5.4 0.0022 25000 2010
5.4 0.0015 25000 317
5.4 0.0010 25000 40
48.2 0.1000 50 44
48.2 0.0575 50 48
48.2 0.0384 100 91
48.2 0.0256 100 90
48.2 0.0171 400 348
48.2 0.0114 400 342
48.2 0.0076 1000 818
48.2 0.0051 1000 720
48.2 0.0034 10000 4217
48.2 0.0022 25000 2637
48.2 0.0015 25000 489
48.2 0.0010 25000 64
44.2 0.1000 50 41
44.2 0.0575 50 44
44.2 0.0384 100 90
44.2 0.0256 100 91
44.2 0.0171 400 349
44.2 0.0114 400 342
44.2 0.0076 1000 810
44.2 0.0051 1000 735
44.2 0.0034 10000 4222
40.5 0.1000 50 44
40.5 0.0575 50 40
40.5 0.0384 100 84
40.5 0.0256 100 84
40.5 0.0171 400 340
40.5 0.0114 400 328
40.5 0.0076 1000 816
40.5 0.0051 1000 727
40.5 0.0034 10000 4344
4.71 0.1000 50 40
4.71 0.0575 50 43
4.71 0.0384 100 87
4.71 0.0256 100 86
4.71 0.0171 400 337
4.71 0.0114 400 332
4.71 0.0076 1000 813
4.71 0.0051 1000 686
4.71 0.0034 10000 3613
4.71 0.0022 25000 2039
4.71 0.0015 25000 339
4.71 0.0010 25000 37
4.1 0.1000 50 42
4.1 0.0575 50 41
4.1 0.0384 100 85
4.1 0.0256 100 84
4.1 0.0171 400 340
4.1 0.0114 400 333
4.1 0.0076 1000 806
4.1 0.0051 1000 694
4.1 0.0034 10000 3605
4.1 0.0022 25000 1963
4.1 0.0015 25000 371
4.1 0.0010 25000 33
37.1 0.1000 50 47
37.1 0.0575 50 43
37.1 0.0384 100 89
37.1 0.0256 100 89
37.1 0.0171 400 344
37.1 0.0114 400 336
37.1 0.0076 1000 829
37.1 0.0051 1000 760
37.1 0.0034 10000 4278
37.1 0.0022 25000 2782
37.1 0.0015 25000 472
37.1 0.0010 25000 56
33.9 0.1000 50 40
33.9 0.0575 50 45
33.9 0.0384 100 90
33.9 0.0256 100 90
33.9 0.0171 400 344
33.9 0.0114 400 336
33.9 0.0076 1000 814
33.9 0.0051 1000 713
33.9 0.0034 10000 4388
33.9 0.0022 25000 2719
33.9 0.0015 25000 488
33.9 0.0010 25000 60
30.9 0.1000 50 41
30.9 0.0575 50 42
30.9 0.0384 100 87
30.9 0.0256 100 87
30.9 0.0171 400 351
30.9 0.0114 400 348
30.9 0.0076 1000 854
30.9 0.0051 1000 772
30.9 0.0034 10000 4287
30.9 0.0022 25000 2776
30.9 0.0015 25000 500
30.9 0.0010 25000 55
3.54 0.1000 50 45
3.54 0.0575 50 46
3.54 0.0384 100 86
3.54 0.0256 100 86
3.54 0.0171 400 341
3.54 0.0114 400 338
3.54 0.0076 1000 832
3.54 0.0051 1000 711
3.54 0.0034 10000 3680
3.54 0.0022 25000 2166
3.54 0.0015 25000 318
3.54 0.0010 25000 41
3.04 0.1000 50 45
3.04 0.0575 50 45
3.04 0.0384 100 94
3.04 0.0256 100 93
3.04 0.0171 400 354
3.04 0.0114 400 345
3.04 0.0076 1000 808
3.04 0.0051 1000 706
3.04 0.0034 10000 3701
3.04 0.0022 25000 2139
3.04 0.0015 25000 383
3.04 0.0010 25000 47
28.2 0.1000 50 45
28.2 0.0575 50 44
28.2 0.0384 100 90
28.2 0.0256 100 90
28.2 0.0171 400 353
28.2 0.0114 400 346
28.2 0.0076 1000 836
28.2 0.0051 1000 751
28.2 0.0034 10000 4391
28.2 0.0022 25000 2759
28.2 0.0015 25000 508
28.2 0.0010 25000 66
25.6 0.1000 50 44
25.6 0.0575 50 43
25.6 0.0384 100 88
25.6 0.0256 100 87
25.6 0.0171 400 348
25.6 0.0114 400 344
25.6 0.0076 1000 801
25.6 0.0051 1000 727
25.6 0.0034 10000 4394
25.6 0.0022 25000 2822
25.6 0.0015 25000 548
25.6 0.0010 25000 65
23.3 0.1000 50 43
23.3 0.0575 50 40
23.3 0.0384 100 83
23.3 0.0256 100 83
23.3 0.0171 400 332
23.3 0.0114 400 327
23.3 0.0076 1000 838
23.3 0.0051 1000 738
23.3 0.0034 10000 4353
23.3 0.0022 25000 2777
23.3 0.0015 25000 479
23.3 0.0010 25000 56
21.1 0.1000 50 46
21.1 0.0575 50 45
21.1 0.0384 100 86
21.1 0.0256 100 86
21.1 0.0171 400 346
21.1 0.0114 400 346
21.1 0.0076 1000 827
21.1 0.0051 1000 747
21.1 0.0034 10000 4195
21.1 0.0022 25000 2622
21.1 0.0015 25000 473
21.1 0.0010 25000 70
2.6 0.1000 50 42
2.6 0.0575 50 43
2.6 0.0384 100 90
2.6 0.0256 100 90
2.6 0.0171 400 333
2.6 0.0114 400 325
2.6 0.0076 1000 821
2.6 0.0051 1000 721
2.6 0.0034 10000 3708
2.6 0.0022 25000 2131
2.6 0.0015 25000 314
2.6 0.0010 25000 36
2.2 0.1000 50 43
2.2 0.0575 50 40
2.2 0.0384 100 82
2.2 0.0256 100 84
2.2 0.0171 400 341
2.2 0.0114 400 340
2.2 0.0076 1000 816
2.2 0.0051 1000 690
2.2 0.0034 10000 3827
2.2 0.0022 25000 2180
2.2 0.0015 25000 321
2.2 0.0010 25000 28
19.1 0.1000 50 43
19.1 0.0575 50 44
19.1 0.0384 100 84
19.1 0.0256 100 83
19.1 0.0171 400 340
19.1 0.0114 400 338
19.1 0.0076 1000 808
19.1 0.0051 1000 714
19.1 0.0034 10000 4080
19.1 0.0022 25000 2478
19.1 0.0015 25000 427
19.1 0.0010 25000 52
17.2 0.1000 50 46
17.2 0.0575 50 45
17.2 0.0384 100 92
17.2 0.0256 100 92
17.2 0.0171 400 344
17.2 0.0114 400 343
17.2 0.0076 1000 833
17.2 0.0051 1000 723
17.2 0.0034 10000 3937
17.2 0.0022 25000 2332
17.2 0.0015 25000 427
17.2 0.0010 25000 47
15.5 0.1000 50 44
15.5 0.0575 50 47
15.5 0.0384 100 90
15.5 0.0256 100 90
15.5 0.0171 400 319
15.5 0.0114 400 312
15.5 0.0076 1000 801
15.5 0.0051 1000 713
15.5 0.0034 10000 3793
15.5 0.0022 25000 2226
15.5 0.0015 25000 388
15.5 0.0010 25000 60
14.0 0.1000 50 47
14.0 0.0575 50 42
14.0 0.0384 100 86
14.0 0.0256 100 86
14.0 0.0171 400 344
14.0 0.0114 400 334
14.0 0.0076 1000 809
14.0 0.0051 1000 715
14.0 0.0034 10000 3735
14.0 0.0022 25000 2145
14.0 0.0015 25000 376
14.0 0.0010 25000 37
12.5 0.1000 50 43
12.5 0.0575 50 42
12.5 0.0384 100 83
12.5 0.0256 100 81
12.5 0.0171 400 343
12.5 0.0114 400 336
12.5 0.0076 1000 822
12.5 0.0051 1000 716
12.5 0.0034 10000 3701
12.5 0.0022 25000 2152
12.5 0.0015 25000 378
12.5 0.0010 25000 44
11.2 0.1000 50 42
11.2 0.0575 50 41
11.2 0.0384 100 80
11.2 0.0256 100 79
11.2 0.0171 400 340
11.2 0.0114 400 337
11.2 0.0076 1000 821
11.2 0.0051 1000 725
11.2 0.0034 10000 3696
11.2 0.0022 25000 1993
11.2 0.0015 25000 368
11.2 0.0010 25000 51
