0.1 0.0010 25000 24
0.1 0.0020 25000 1083
0.1 0.0030 25000 5457
0.1 0.0040 10000 4743
0.1 0.0050 10000 6573
0.1 0.0060 1000 771
0.1 0.0070 1000 822
0.1 0.0080 1000 832
0.1 0.0090 1000 836
0.1 0.0100 400 335
0.1 0.0120 400 333
0.1 0.0140 400 340
0.28 0.0010 25000 30
0.28 0.0020 25000 1111
0.28 0.0030 25000 5556
0.28 0.0040 10000 4745
0.28 0.0050 10000 6585
0.28 0.0060 1000 745
0.28 0.0070 1000 786
0.28 0.0080 1000 819
0.28 0.0090 1000 833
0.28 0.0100 400 325
0.28 0.0120 400 332
0.28 0.0140 400 332
0.43 0.0010 25000 27
0.43 0.0020 25000 1057
0.43 0.0030 25000 5462
0.43 0.0040 10000 4742
0.43 0.0050 10000 6553
0.43 0.0060 1000 757
0.43 0.0070 1000 795
0.43 0.0080 1000 824
0.43 0.0090 1000 834
0.43 0.0100 400 337
0.43 0.0120 400 343
0.43 0.0140 400 344
0.6 0.0010 25000 29
0.6 0.0020 25000 1077
0.6 0.0030 25000 5552
0.6 0.0040 10000 4672
0.6 0.0050 10000 6627
0.6 0.0060 1000 727
0.6 0.0070 1000 781
0.6 0.0080 1000 810
0.6 0.0090 1000 822
0.6 0.0100 400 333
0.6 0.0120 400 339
0.6 0.0140 400 341
0.78 0.0010 25000 32
0.78 0.0020 25000 1056
0.78 0.0030 25000 5555
0.78 0.0040 10000 4804
0.78 0.0050 10000 6717
0.78 0.0060 1000 736
0.78 0.0070 1000 794
0.78 0.0080 1000 816
0.78 0.0090 1000 829
0.78 0.0100 400 326
0.78 0.0120 400 336
0.78 0.0140 400 334
1.0 0.0010 25000 39
1.0 0.0020 25000 1126
1.0 0.0030 25000 5719
1.0 0.0040 10000 4841
1.0 0.0050 10000 6722
1.0 0.0060 1000 758
1.0 0.0070 1000 781
1.0 0.0080 1000 818
1.0 0.0090 1000 825
1.0 0.0100 400 335
1.0 0.0120 400 341
1.0 0.0140 400 343
1.25 0.0010 25000 34
1.25 0.0020 25000 1186
1.25 0.0030 25000 6075
1.25 0.0040 10000 4884
1.25 0.0050 10000 6686
1.25 0.0060 1000 751
1.25 0.0070 1000 796
1.25 0.0080 1000 821
1.25 0.0090 1000 828
1.25 0.0100 400 342
1.25 0.0120 400 348
1.25 0.0140 400 349
1.52 0.0010 25000 44
1.52 0.0020 25000 1272
1.52 0.0030 25000 6076
1.52 0.0040 10000 5059
1.52 0.0050 10000 6826
1.52 0.0060 1000 792
1.52 0.0070 1000 822
1.52 0.0080 1000 837
1.52 0.0090 1000 849
1.52 0.0100 400 339
1.52 0.0120 400 343
1.52 0.0140 400 345
1.84 0.0010 25000 41
1.84 0.0020 25000 1320
1.84 0.0030 25000 6329
1.84 0.0040 10000 5150
1.84 0.0050 10000 6970
1.84 0.0060 1000 774
1.84 0.0070 1000 796
1.84 0.0080 1000 822
1.84 0.0090 1000 828
1.84 0.0100 400 339
1.84 0.0120 400 343
1.84 0.0140 400 344
2.2 0.0010 25000 50
2.2 0.0020 25000 1474
2.2 0.0030 25000 6883
2.2 0.0040 10000 5204
2.2 0.0050 10000 6997
2.2 0.0060 1000 760
2.2 0.0070 1000 798
2.2 0.0080 1000 813
2.2 0.0090 1000 819
2.2 0.0100 400 325
2.2 0.0120 400 330
2.2 0.0140 400 329
2.6 0.0010 25000 47
2.6 0.0020 25000 1525
2.6 0.0030 25000 6835
2.6 0.0040 10000 5393
2.6 0.0050 10000 7073
2.6 0.0060 1000 754
2.6 0.0070 1000 789
2.6 0.0080 1000 810
2.6 0.0090 1000 820
2.6 0.0100 400 329
2.6 0.0120 400 330
2.6 0.0140 400 332
3.04 0.0010 25000 44
3.04 0.0020 25000 1594
3.04 0.0030 25000 7123
3.04 0.0040 10000 5517
3.04 0.0050 10000 7090
3.04 0.0060 1000 779
3.04 0.0070 1000 802
3.04 0.0080 1000 836
3.04 0.0090 1000 836
3.04 0.0100 400 328
3.04 0.0120 400 332
3.04 0.0140 400 338
3.54 0.0010 25000 52
3.54 0.0020 25000 1663
3.54 0.0030 25000 7270
3.54 0.0040 10000 5534
3.54 0.0050 10000 7179
3.54 0.0060 1000 780
3.54 0.0070 1000 819
3.54 0.0080 1000 823
3.54 0.0090 1000 837
3.54 0.0100 400 326
3.54 0.0120 400 333
3.54 0.0140 400 332
4.1 0.0010 25000 48
4.1 0.0020 25000 1656
4.1 0.0030 25000 7248
4.1 0.0040 10000 5405
4.1 0.0050 10000 7016
4.1 0.0060 1000 778
4.1 0.0070 1000 808
4.1 0.0080 1000 825
4.1 0.0090 1000 833
4.1 0.0100 400 331
4.1 0.0120 400 331
4.1 0.0140 400 334
