mCP_UFO 99.9 0.1 4.82269014284*10^-06
JPsi 0.1 0.001 2.01221333494*10^-05
JPsi 0.28 0.001 1.9756352274*10^-05
JPsi 0.43 0.001 1.88897175334*10^-05
JPsi 0.6 0.001 1.88988839187*10^-05
JPsi 0.78 0.001 1.86589398312*10^-05
JPsi 1.0 0.001 1.88944309054*10^-05
JPsi 1.25 0.001 1.88143860645*10^-05
JPsi 0.1 0.01 2.00034158583*10^-05
JPsi 0.28 0.01 1.97304427956*10^-05
JPsi 0.43 0.01 1.87670979421*10^-05
JPsi 0.6 0.01 1.89793386082*10^-05
JPsi 0.78 0.01 1.86624384549*10^-05
JPsi 1.0 0.01 1.89265845937*10^-05
JPsi 1.25 0.01 1.91213532051*10^-05
JPsi 0.1 0.1 1.83255566876*10^-05
JPsi 0.28 0.1 1.89242778672*10^-05
JPsi 0.43 0.1 1.82399259094*10^-05
JPsi 0.6 0.1 1.83593551641*10^-05
JPsi 0.78 0.1 1.82372456381*10^-05
JPsi 1.0 0.1 1.8389143618*10^-05
JPsi 1.25 0.1 1.84902950299*10^-05
Y1S 0.1 0.001 2.09843366943*10^-05
Y1S 0.28 0.001 2.10238274055*10^-05
Y1S 0.43 0.001 2.07254448785*10^-05
Y1S 0.6 0.001 2.02292818669*10^-05
Y1S 0.78 0.001 2.01962764359*10^-05
Y1S 1.0 0.001 1.97833920102*10^-05
Y1S 1.25 0.001 1.86763563879*10^-05
Y1S 1.52 0.001 1.74359316367*10^-05
Y1S 1.84 0.001 1.60299226647*10^-05
Y1S 2.2 0.001 1.42248003768*10^-05
Y1S 2.6 0.001 1.15260680809*10^-05
Y1S 3.04 0.001 8.63438789733*10^-06
Y1S 3.54 0.001 5.69736170012*10^-06
Y1S 4.1 0.001 2.96476010591*10^-06
Y1S 0.1 0.01 2.11424515786*10^-05
Y1S 0.28 0.01 2.0851143224*10^-05
Y1S 0.43 0.01 2.06167378345*10^-05
Y1S 0.6 0.01 2.0312327343*10^-05
Y1S 0.78 0.01 2.00762769094*10^-05
Y1S 1.0 0.01 1.97616056833*10^-05
Y1S 1.25 0.01 1.84977186685*10^-05
Y1S 1.52 0.01 1.76043784122*10^-05
Y1S 1.84 0.01 1.62210286725*10^-05
Y1S 2.2 0.01 1.42765681586*10^-05
Y1S 2.6 0.01 1.13772050217*10^-05
Y1S 3.04 0.01 8.72775299247*10^-06
