mCP_UFO	15.5	0.001	0.0000162391340737
mCP_UFO	17.2	0.001	0.0000158058771143
mCP_UFO	19.1	0.001	0.0000155647444332
mCP_UFO	21.1	0.001	0.0000152678898759
mCP_UFO	23.3	0.001	0.000015080102127
mCP_UFO	25.6	0.001	0.0000142604686481
mCP_UFO	28.2	0.001	0.000013374928307
mCP_UFO	30.9	0.001	0.0000125304725208
mCP_UFO	33.9	0.001	0.0000114060832005
mCP_UFO	37.1	0.001	9.91879603198e-6
mCP_UFO	40.5	0.001	8.22907220559e-6
mCP_UFO	44.2	0.001	5.87476057753e-6
mCP_UFO	48.2	0.001	8.66217699064e-6
mCP_UFO	52.5	0.001	0.0000107037629416
mCP_UFO	57.1	0.001	0.0000114111266182
mCP_UFO	62.1	0.001	0.0000120054769423
mCP_UFO	67.4	0.001	0.0000127234273242
mCP_UFO	73.	0.001	0.0000130924307084
mCP_UFO	79.1	0.001	0.0000135294938699
mCP_UFO	85.6	0.001	0.0000138159366897
mCP_UFO	92.6	0.001	0.000014019258913
mCP_UFO	99.9	0.001	0.0000142805228987
mCP_UFO	0.1	0.01	3.96479326787e-6
mCP_UFO	0.28	0.01	3.77862031314e-6
mCP_UFO	0.43	0.01	3.62804518493e-6
mCP_UFO	0.6	0.01	3.34776587254e-6
mCP_UFO	0.78	0.01	3.10579423351e-6
mCP_UFO	1.	0.01	3.1651631103e-6
mCP_UFO	1.25	0.01	4.31560831541e-6
mCP_UFO	1.52	0.01	5.21753269467e-6
mCP_UFO	1.84	0.01	6.12302903625e-6
mCP_UFO	2.2	0.01	6.98400179693e-6
mCP_UFO	2.6	0.01	7.54337594976e-6
mCP_UFO	3.04	0.01	8.68514343756e-6
mCP_UFO	3.54	0.01	9.26442549987e-6
mCP_UFO	4.1	0.01	9.81375906257e-6
mCP_UFO	4.71	0.01	0.0000106511059016
mCP_UFO	5.4	0.01	0.0000118508244184
mCP_UFO	6.15	0.01	0.0000125322654271
mCP_UFO	6.98	0.01	0.000013468252304
mCP_UFO	7.9	0.01	0.0000140448598044
mCP_UFO	8.9	0.01	0.0000147837327868
mCP_UFO	10.	0.01	0.0000153512326183
mCP_UFO	11.2	0.01	0.0000158686171969
mCP_UFO	12.5	0.01	0.0000157667524259
mCP_UFO	14.	0.01	0.0000158923216507
mCP_UFO	15.5	0.01	0.0000162297040491
mCP_UFO	17.2	0.01	0.0000156843904807
mCP_UFO	19.1	0.01	0.0000156813142523
mCP_UFO	21.1	0.01	0.0000153245382069
mCP_UFO	23.3	0.01	0.0000149176936736
mCP_UFO	25.6	0.01	0.0000141871122795
mCP_UFO	28.2	0.01	0.000013307873035
mCP_UFO	30.9	0.01	0.0000125665556701
mCP_UFO	33.9	0.01	0.0000113164897641
mCP_UFO	37.1	0.01	9.83448407856e-6
mCP_UFO	40.5	0.01	8.29096412189e-6
mCP_UFO	44.2	0.01	5.84690284632e-6
mCP_UFO	48.2	0.01	8.72195041361e-6
mCP_UFO	52.5	0.01	0.0000105466323015
mCP_UFO	57.1	0.01	0.0000117074029894
mCP_UFO	62.1	0.01	0.0000120549450305
mCP_UFO	67.4	0.01	0.0000126715557756
mCP_UFO	73.	0.01	0.0000132860662426
mCP_UFO	79.1	0.01	0.0000136151384263
mCP_UFO	85.6	0.01	0.000013903602405
mCP_UFO	92.6	0.01	0.0000140840542476
mCP_UFO	99.9	0.01	0.0000144125056286
mCP_UFO	0.1	0.1	2.93206214625e-6
mCP_UFO	0.28	0.1	2.83974216291e-6
mCP_UFO	0.43	0.1	2.66726388628e-6
mCP_UFO	0.6	0.1	2.48703448973e-6
mCP_UFO	0.78	0.1	2.26569915424e-6
mCP_UFO	1.	0.1	2.24485511947e-6
mCP_UFO	1.25	0.1	3.16199030199e-6
mCP_UFO	1.52	0.1	3.91897797232e-6
mCP_UFO	1.84	0.1	4.8094206318e-6
mCP_UFO	2.2	0.1	5.58843466182e-6
mCP_UFO	2.6	0.1	6.34635338252e-6
mCP_UFO	3.04	0.1	7.3648123653e-6
mCP_UFO	3.54	0.1	8.50356911883e-6
mCP_UFO	4.1	0.1	9.12779990072e-6
mCP_UFO	4.71	0.1	0.0000100116402655
mCP_UFO	5.4	0.1	0.0000109861272527
mCP_UFO	6.15	0.1	0.0000120746745495
mCP_UFO	6.98	0.1	0.0000127723499217
mCP_UFO	7.9	0.1	0.0000133877864999
mCP_UFO	8.9	0.1	0.0000141660022467
mCP_UFO	10.	0.1	0.0000149825116077
mCP_UFO	11.2	0.1	0.0000153761305657
mCP_UFO	12.5	0.1	0.0000155324074045
mCP_UFO	14.	0.1	0.0000156823687169
mCP_UFO	15.5	0.1	0.0000160883951926
mCP_UFO	17.2	0.1	0.0000155648251192
mCP_UFO	19.1	0.1	0.0000153635088851
mCP_UFO	21.1	0.1	0.0000150690666152
mCP_UFO	23.3	0.1	0.0000147518429577
mCP_UFO	25.6	0.1	0.000014029013102
mCP_UFO	28.2	0.1	0.0000131713297453
mCP_UFO	30.9	0.1	0.0000121664575796
mCP_UFO	33.9	0.1	0.0000111312913649
mCP_UFO	37.1	0.1	9.42244622773e-6
mCP_UFO	40.5	0.1	7.5543016519e-6
mCP_UFO	44.2	0.1	3.99191143597e-6
mCP_UFO	48.2	0.1	7.88235135815e-6
mCP_UFO	52.5	0.1	9.93080234939e-6
mCP_UFO	57.1	0.1	0.0000110821165702
mCP_UFO	62.1	0.1	0.0000117578441935
mCP_UFO	67.4	0.1	0.0000124803225415
mCP_UFO	73.	0.1	0.0000129379669736
mCP_UFO	79.1	0.1	0.0000131498399455
mCP_UFO	85.6	0.1	0.0000134631139004
mCP_UFO	92.6	0.1	0.0000139635166508
mCP_UFO	99.9	0.1	0.0000142246116863
