0.1 0.001 4.07884338852e-6
0.1 0.01 3.96479326787e-6
0.1 0.1 2.93206214625e-6
0.28 0.001 3.95412881565e-6
0.28 0.01 3.77862031314e-6
0.28 0.1 2.83974216291e-6
0.43 0.001 3.78516194345e-6
0.43 0.01 3.62804518493e-6
0.43 0.1 2.66726388628e-6
0.6 0.001 3.58153026267e-6
0.6 0.01 3.34776587254e-6
0.6 0.1 2.48703448973e-6
0.78 0.001 3.29367495612e-6
0.78 0.01 3.10579423351e-6
0.78 0.1 2.26569915424e-6
1. 0.001 3.35421117247e-6
1. 0.01 3.1651631103e-6
1. 0.1 2.24485511947e-6
1.25 0.001 4.61837866276e-6
1.25 0.01 4.31560831541e-6
1.25 0.1 3.16199030199e-6
1.52 0.001 5.56366655772e-6
1.52 0.01 5.21753269467e-6
1.52 0.1 3.91897797232e-6
1.84 0.001 6.47236173374e-6
1.84 0.01 6.12302903625e-6
1.84 0.1 4.8094206318e-6
2.2 0.001 7.22542717328e-6
2.2 0.01 6.98400179693e-6
2.2 0.1 5.58843466182e-6
2.6 0.001 8.00771030553e-6
2.6 0.01 7.54337594976e-6
2.6 0.1 6.34635338252e-6
3.04 0.001 9.05661675931e-6
3.04 0.01 8.68514343756e-6
3.04 0.1 7.3648123653e-6
3.54 0.001 9.74337659966e-6
3.54 0.01 9.26442549987e-6
3.54 0.1 8.50356911883e-6
4.1 0.001 0.0000100400739008
4.1 0.01 9.81375906257e-6
4.1 0.1 9.12779990072e-6
4.71 0.001 0.0000109895995287
4.71 0.01 0.0000106511059016
4.71 0.1 0.0000100116402655
5.4 0.001 0.0000117886039449
5.4 0.01 0.0000118508244184
5.4 0.1 0.0000109861272527
6.15 0.001 0.0000126759803093
6.15 0.01 0.0000125322654271
6.15 0.1 0.0000120746745495
6.98 0.001 0.0000132772839062
6.98 0.01 0.000013468252304
6.98 0.1 0.0000127723499217
7.9 0.001 0.0000140664903962
7.9 0.01 0.0000140448598044
7.9 0.1 0.0000133877864999
8.9 0.001 0.0000145698801375
8.9 0.01 0.0000147837327868
8.9 0.1 0.0000141660022467
10. 0.001 0.0000152943389222
10. 0.01 0.0000153512326183
10. 0.1 0.0000149825116077
11.2 0.001 0.0000158576647493
11.2 0.01 0.0000158686171969
11.2 0.1 0.0000153761305657
12.5 0.001 0.0000157817843939
12.5 0.01 0.0000157667524259
12.5 0.1 0.0000155324074045
14. 0.001 0.0000160566217255
14. 0.01 0.0000158923216507
14. 0.1 0.0000156823687169
15.5 0.001 0.0000162391340737
15.5 0.01 0.0000162297040491
15.5 0.1 0.0000160883951926
17.2 0.001 0.0000158058771143
17.2 0.01 0.0000156843904807
17.2 0.1 0.0000155648251192
19.1 0.001 0.0000155647444332
19.1 0.01 0.0000156813142523
19.1 0.1 0.0000153635088851
21.1 0.001 0.0000152678898759
21.1 0.01 0.0000153245382069
21.1 0.1 0.0000150690666152
23.3 0.001 0.000015080102127
23.3 0.01 0.0000149176936736
23.3 0.1 0.0000147518429577
25.6 0.001 0.0000142604686481
25.6 0.01 0.0000141871122795
25.6 0.1 0.000014029013102
28.2 0.001 0.000013374928307
28.2 0.01 0.000013307873035
28.2 0.1 0.0000131713297453
30.9 0.001 0.0000125304725208
30.9 0.01 0.0000125665556701
30.9 0.1 0.0000121664575796
33.9 0.001 0.0000114060832005
33.9 0.01 0.0000113164897641
33.9 0.1 0.0000111312913649
37.1 0.001 9.91879603198e-6
37.1 0.01 9.83448407856e-6
37.1 0.1 9.42244622773e-6
40.5 0.001 8.22907220559e-6
40.5 0.01 8.29096412189e-6
40.5 0.1 7.5543016519e-6
44.2 0.001 5.87476057753e-6
44.2 0.01 5.84690284632e-6
44.2 0.1 3.99191143597e-6
48.2 0.001 8.66217699064e-6
48.2 0.01 8.72195041361e-6
48.2 0.1 7.88235135815e-6
52.5 0.001 0.0000107037629416
52.5 0.01 0.0000105466323015
52.5 0.1 9.93080234939e-6
57.1 0.001 0.0000114111266182
57.1 0.01 0.0000117074029894
57.1 0.1 0.0000110821165702
62.1 0.001 0.0000120054769423
62.1 0.01 0.0000120549450305
62.1 0.1 0.0000117578441935
67.4 0.001 0.0000127234273242
67.4 0.01 0.0000126715557756
67.4 0.1 0.0000124803225415
73. 0.001 0.0000130924307084
73. 0.01 0.0000132860662426
73. 0.1 0.0000129379669736
79.1 0.001 0.0000135294938699
79.1 0.01 0.0000136151384263
79.1 0.1 0.0000131498399455
85.6 0.001 0.0000138159366897
85.6 0.01 0.000013903602405
85.6 0.1 0.0000134631139004
92.6 0.001 0.000014019258913
92.6 0.01 0.0000140840542476
92.6 0.1 0.0000139635166508
99.9 0.001 0.0000142805228987
99.9 0.01 0.0000144125056286
99.9 0.1 0.0000142246116863
