0.1 0.0015 25000 26
0.1 0.001 25000 2
0.1 0.0022 25000 281
0.1 0.0034 10000 827
0.1 0.0051 1000 226
0.1 0.0076 1000 290
0.1 0.0114 400 162
0.1 0.0171 400 167
0.1 0.0256 100 47
0.1 0.0384 100 48
0.1 0.0575 50 22
0.1 0.1 50 20
0.28 0.0015 25000 19
0.28 0.001 25000 1
0.28 0.0022 25000 260
0.28 0.0034 10000 864
0.28 0.0051 1000 232
0.28 0.0076 1000 314
0.28 0.0114 400 136
0.28 0.0171 400 144
0.28 0.0256 100 35
0.28 0.0384 100 36
0.28 0.0575 50 16
0.28 0.1 50 20
0.43 0.0015 25000 37
0.43 0.001 25000 3
0.43 0.0022 25000 253
0.43 0.0034 10000 889
0.43 0.0051 1000 233
0.43 0.0076 1000 308
0.43 0.0114 400 136
0.43 0.0171 400 150
0.43 0.0256 100 45
0.43 0.0384 100 47
0.43 0.0575 50 24
0.43 0.1 50 18
0.6 0.0015 25000 26
0.6 0.001 25000 2
0.6 0.0022 25000 286
0.6 0.0034 10000 881
0.6 0.0051 1000 225
0.6 0.0076 1000 299
0.6 0.0114 400 140
0.6 0.0171 400 153
0.6 0.0256 100 40
0.6 0.0384 100 39
0.6 0.0575 50 20
0.6 0.1 50 19
0.78 0.0015 25000 35
0.78 0.001 25000 0
0.78 0.0022 25000 256
0.78 0.0034 10000 890
0.78 0.0051 1000 236
0.78 0.0076 1000 312
0.78 0.0114 400 146
0.78 0.0171 400 154
0.78 0.0256 100 39
0.78 0.0384 100 40
0.78 0.0575 50 19
0.78 0.1 50 21
1.0 0.0015 25000 25
1.0 0.001 25000 1
1.0 0.0022 25000 274
1.0 0.0034 10000 910
1.0 0.0051 1000 211
1.0 0.0076 1000 296
1.0 0.0114 400 149
1.0 0.0171 400 161
1.0 0.0256 100 40
1.0 0.0384 100 39
1.0 0.0575 50 23
1.0 0.1 50 19
1.25 0.0015 25000 27
1.25 0.001 25000 3
1.25 0.0022 25000 326
1.25 0.0034 10000 930
1.25 0.0051 1000 223
1.25 0.0076 1000 319
1.25 0.0114 400 155
1.25 0.0171 400 158
1.25 0.0256 100 34
1.25 0.0384 100 35
1.25 0.0575 50 19
1.25 0.1 50 15
